text,source_party,source_name,bias_estimate,model_uncertainity,sentence_id,article_id
And the USTR’s intervention was the latest proof that the thinking around free trade is changing profoundly.,Lean Left,washington-monthly,1,0,6994d7a6-95bb-45f3-a388-e606be16bfad,231d6852-22a0-4425-a7c7-be0fd93db269
"As the United Nations’ annual climate summit COP28 continues, controversial comments by Sultan Ahmed al-Jaber, the head of the conference, are roiling the event and raising questions about how substantive any new fossil fuel agreement emerging from the gathering will be.",Left,vox,0,1,f47367ac-e28b-45a4-aafe-226741d66343,4ca47502-af67-4009-b9e8-5f6fd7d6c7a4
"The Facebook accounts and groups on these issues gathered about 1,400 accounts that joined the page.",Lean Right,washington-times,0,0,0b0b17f8-c5a4-46f7-9ea3-e4ca18c65217,df7cccff-1092-40c3-a7d3-19b1bb1d4574
"In 2017, she objected to awarding Trump Georgia's 17 Electoral College votes to Donald Trump, despite him having carried the state by 200,000 votes.",Right,newsbusters,0,0,5b4efdff-2690-4771-8dbb-f8a4d69b572e,57c73579-37b8-4e60-8bd1-19fa0b933bf1
"From there, the rate fell 11.9 points in March 2020 and plunged another 17.3 points in April 2020, when the rate dropped to 71.8 - its lowest level during the Trump presidency.",Left,alternet,0,0,8288ad9c-4765-48a1-8b6e-858c6fff8512,0522e9a0-8b0c-4865-9931-5fb66a19a39e
"Haley had previously suggested that social media users should be verified by name, to prevent foreign adversaries from using fake accounts to launch influence operations in the United States.",Right,washington-free-beacon,0,0,618e7a3a-d48f-4ad1-99c0-75532a036c6f,e35e9321-a939-41fe-bf67-3cb91d2d554f
"By now, misogyny has bled into virtually every part of the internet.",Left,the-atlantic,1,0,9c0c2578-a4e0-4cb2-a509-ce781ca44ae1,d0472e0e-6670-48e0-bbd0-2da40922d351
"When it came time to reduce staff counts, visual journalists took the biggest cuts (along with copy desks).",Center,poynter,0,0,688755fa-41a9-4866-a411-f6b8a4fab3bb,27b498f2-2930-40ec-8a02-82c500eea032
Critics say major cases on Long Island - including the serial killer case - languished while Burke worked to stay out of prison.,Lean Left,cbs-news,0,0,60c514c0-8af3-4da7-b3b9-a68c8bf4b495,649da5ed-2037-4a16-821f-2d12a7cabffc
"It’s not the first time Spotify has splashed out on wining and dining for a corporate event, a fairly run-of-the-mill strategy designed to boost user engagement.",Center,fortune,1,0,fdb8bedc-796e-4a8f-bcbf-14d4f221dc6c,6cc56fd8-f782-4b3b-b0b0-1deb836fe2e3
"A ‘most vexing question’ Appropriately, the New York Times reporting on Russia’s use of cluster munitions was unequivocally negative in tone and content, devoid of justifications or rationales.",Lean Left,fair,1,0,0fe0d170-a4b9-46a5-9f0f-60f780516883,48aa2c0e-313a-4199-9050-6df3e581cf54
Andrew Erickson: We were open to hearing ... an inconsistency of what Nick said ... but that didn't happen.,Lean Left,cbs-news,0,0,ce7ac27b-efcc-4294-a988-86c6406abdf8,4399ca2a-e363-428f-863a-9d57c872c8ba
"Additionally, Anthropologie has some of the best gifts ever, and this one is sure to be treasured.",Lean Right,new-york-post,0,1,f652168c-ebc3-49f1-83c6-d27a126d646b,945efd06-86f1-43cb-8f89-ec82154e71ed
"He has become unwatchable both in movies, and with the FOOLS that destroyed the Academy Awards, bringing them from one of the top shows in the Country to a Low Rated afterthought.",Right,newsmax,1,0,12d925b6-f603-4274-89c4-40f631eb8766,0a063889-ee24-4812-ac41-63723b4b9ca8
"If not that, they suggest a government wilfully deceiving its citizenry: making immigrants the scapegoat for its own failings.",Lean Left,the-conversation,1,0,564df052-2c7c-4003-a851-58c1fd93a4de,1afb8f8c-ec7b-4270-b29b-fb6aee239356
"Backup Bailey Zappe went 13-of-25 for 141 yards Sunday in place of Mac Jones, while the offense went scoreless.",Lean Right,boston-herald,0,0,4fb59f4f-4742-40d2-9952-31b6dd7ef370,3a6cc065-548a-41de-9906-69e79484a06f
He’s just another person that owes a lot of people a lot of money.,Lean Left,variety,1,0,23275cb0-4d6a-40e8-bdef-1534b7104281,55d8af1a-e9c6-4452-95f8-e3a80835c5b6
"The only true use case for it is criminals, drug traffickers ... money laundering, tax avoidance because it is somewhat anonymous, not fully, and because you can move money instantaneously.",Right,newsmax,0,0,c0b39390-2895-4bc3-9290-7e88e47e115f,479edbd3-0e02-4558-848d-c22cede8bc3c
No wonder many journalists’ advocacy groups believe it to be true.,Lean Left,the-guardian,1,1,f41cc603-38c2-46c2-a7fa-f9cdb7c53467,a33bfcf5-a0a5-4fe7-850e-ccdc885bef1b
"It was far from the fairy tale marriage of her dreams and quickly ended in divorce, but not before the birth of her first child.",Right,cbn,0,0,ca4e2e1b-2ecd-47ab-b72a-4fce8bd992c1,e2b3103d-4364-461b-b78d-fda9b55bfd3f
"This Christmas, I’m making a decadent but surprisingly refreshing mango creme brulee and some chic brown sugar meringues studded with syrupy tinned cherries and laced with coffee cream, both from my new book.",Lean Left,the-guardian,0,1,ff420219-5de8-4a2d-b679-5a873584b46a,4eea16f2-c0e5-42f9-988e-4f2440d83acd
"Of the 10 major financial firms, only two (Morgan Stanley and JP Morgan) see the S & P 500 lower next year.",Center,cnbc,0,0,220e4262-75d1-4ea1-8435-7c5f6004a77a,435ca8be-f123-4fbf-8fd9-11b970f1b012
"Even when Max was in elementary school, the idea of going through a cisgender girl’s puberty - getting a period and wearing a bra - felt terrifying.",Lean Left,propublica,1,1,a711d9a0-bbfd-426d-a8ef-d612712aee5f,001b04c9-ed34-4a95-8592-b10b787f40da
"If you saw all this happening during a fierce election dispute in another country, one run by a man who had repeatedly said the should be allowed to remain in office for many years beyond his legal term, what would you think was likely to happen?",Left,alternet,0,0,8f987441-31e5-4a85-88df-d5fc83e8e574,615dacb7-b454-4a42-84c7-4ab75f8c672f
"Yeah, we have a festival in the UK, it's called Gone Wild.",Center,wired,0,0,45934409-59a5-410d-96e7-c5863f1b431d,7da981f2-2f0c-41b7-9af0-12666df0369f
"In a post on his social media site Truth, Trump said Sunday that the valuations of his property are ""FRAUDULENT in pursuit of Election Interference, and worse.",Lean Left,npr,1,0,7cb2c1d2-9bf8-4c4b-88ee-b4efd95b57de,a3c1b6fb-1a49-4be3-b49d-cd73cf985714
The U.S. government’s unconstitutional and criminal behavior has been shockingly atrocious.,Right,american-thinker,1,0,4be4fa28-68f2-4a4e-9259-c140d12fe495,ef1c2699-dec0-43e7-ada8-81b4f73cfbf2
"If the estimated download goal is not reached for a podcast show or episode with Client’s Ad(s) in it, Union-Tribune may satisfy its obligation to Client by placing an Ad in an upcoming bonus episode of the podcast or on a new podcast show.",Lean Left,san-diego-uniontribune,0,0,a969f725-f3d9-4393-8896-719e28ebc383,60403f7d-9e41-4bbb-bd8f-7feea08488f0
"79.99 was a very high price, but VHS was in its infancy, and the tapes were just very high.",Center,wired,0,1,b6f99443-4114-4c1f-a6f7-6bf28f827a6c,f4d053af-2b81-4af7-913b-8c2eeb49c2e4
"At the same time, Kennedy has endeared himself to many Republican voters over one of the most divisive issues in recent memory, the question of vaccines - specifically, mandatory vaccination for the Covid-19 virus.",Lean Right,rt,0,0,5b3f8699-9525-48c9-afa8-d7ac81527eda,f04468fe-bf3c-43e2-ae3e-9cd8826e5a33
This is the last time you have a chance to influence.,Center,wired,0,1,0672265d-109d-4b05-8306-e19594ca808a,e5a01297-7d52-4eb9-a839-0fc422937688
But some fans are starting to worry that the relationship between America’s pastime and statistics has gone too far.,Center,christian-science-monitor,1,1,f33a4cfe-27a6-41cd-b88c-38f75a9558bd,51ec029b-601f-40e6-8cdc-b93c742ac342
"While it makes for fine tuning of each character, its effects are marginal but do also offer some cosmetic lifts for each character as well as accentuate some of their key performing stats at the expense of their weaknesses.",Lean Left,the-independent,0,0,3a764a99-e672-4c68-9128-428fe11ea22c,5e655678-a7e8-4cab-b92e-e22ae70b746c
"Education Americans Don’t Want Books Banned, But They’re Divided Over What Schools Teach PHOTO ILLUSTRATION BY DAN DAO / GETTY IMAGES Welcome to Pollapalooza, our weekly polling roundup.",Left,alternet,0,0,b0b17eb0-1d66-462f-a037-9a7864936f29,7201096b-05f0-4620-b267-99607fd965fd
": Solar purpura is a very common condition in older, lighter-skinned individuals where the skin bruises and even tears easily.",Center,detroit-news,0,0,6f7d67ea-16ae-4a0b-a906-7b6c974e8e80,29bca491-9d52-492c-8f56-dc245a4c01b4
"But for the truly hard core, for many years a more cloistered gathering took place near Schumpeter’s current abode in Pasadena, a lush city on the edge of Los Angeles.",Lean Left,the-economist,1,1,25db7b99-c3f0-4728-b7d0-4bec675f8bf4,65c1bcb6-4552-47f6-a5ae-2b52190e3d44
"They see themselves as part of the Drawdown movement, which offers a multitude of small steps to reduce greenhouse gas emissions and reverse the effects of climate change.",Left,alternet,0,0,91b545b3-1e27-4d5c-b730-830269058db4,51fac37b-616f-46cf-958a-2e6a34c05a7a
The debt has exploded past $33.7 trillion with interest on the debt exceeding $1 trillion annually - and rising fast.,Lean Right,fox-business,1,0,e7b01951-b598-4a2e-82b0-47ed8de80f4f,c25795db-fa63-4afe-b520-4f1d826b8ba6
The gloves came off - quickly It did not take long for the debate to turn ugly.,Lean Left,npr,1,0,f102a55c-8a8d-43ba-9ea0-6f35422638ad,7031c3f0-44bd-47ec-b434-702c22934396
"No matter the frequency, the goal is to make Covid vaccines as accessible as possible to the groups that need them most.",Left,vox,0,0,90d4d3a1-2ee3-4a80-b3d9-22524b90cfcb,5513cdc4-dad9-4e2d-b771-d59f7b4445e0
The UAE has already set forth an ambitious COP agenda for climate finance (funds for projects aimed at addressing climate change) including doubling the funds allotted to adaptation by 2025.,Center,foreign-affairs,0,0,45f13117-83f3-4c24-8c5f-93450911126a,7c717977-fca7-43b9-9ac8-2a475d9eed3a
"To deliberately force Israel into the brutal, but necessary actions being taken in Gaza.",Lean Left,usa-today,1,0,d7346b38-f29a-49d6-b800-103ac71cf792,e3b3d48b-92cf-4445-97cf-f76cebec22c6
You’ll learn to evaluate how your newsroom is currently covering crime and to track changes over time.,Center,poynter,0,0,3b247973-11b5-4e04-9972-7ec850c6e706,5b2891d9-b6e7-4de7-8228-9698b2ea6b2c
"Her family is loathsome, her lifestyle is ridiculous, and her job is a joke.",Center,wired,1,0,38aec81a-c86c-416e-944f-80a22175ebbf,2eb3f322-1874-4848-86ce-d60de2b43c39
"Norway and Ireland were involved in efforts to halt the release of technetium-99, a radioactive metal, into the sea by Sellafield.",Lean Left,the-guardian,0,0,ca73a5ab-47b1-4c72-93f2-7f9c8b26c1d0,ef8ae1e9-9be7-441d-a854-05813332f7bb
"I'd stretch out on a patch of pinky-beige carpeting under the skylight in their house reading age-inappropriate Stephen King novels and waiting for the afternoon deluge, then head outside to watch the sun force steam up from the wet pavement.",Lean Right,reason,1,0,9008c3d3-67d9-4880-86ec-3f992c12362c,1872734d-b608-4d55-ac62-2b089c54e695
"On the other side of the court, Elijah Kersey almost single-handedly kept the Bees buzzing with an impressive 31 points while Max Isaacson helped with a respectable 14 points.",Center,deseret-news,0,1,971ef50e-1d7f-436f-8ce0-a777030c394d,dc04d0a7-8c3a-430d-b79d-739f3b730fc4
Leftist billionaire George Soros and his heir Alex Soros came under further scrutiny by Fox News following the release of the second installment of an MRC Business exposé into the Soros empire 2.0.,Right,newsbusters,1,0,c68f2f15-65bc-4767-98e3-fd6624598752,0fe5a49d-10a7-47c4-9df1-8da94e01dcba
"A fact sheet from the agency says it decided not to update rules for new coal plants since it doesn’t anticipate new coal facilities to come online, which are more expensive and polluting than gas plants.",Lean Left,the-verge,0,0,e220722c-9473-4a1f-aab1-794c30c91e8f,6cf71a13-b929-4ffb-bca2-ee1a883aa9bd
12.04.23 Anti-Social Media - DISNEY CORPORATION Some very skewed priorities from the family company come to light.,Right,townhall,1,0,b031d1d1-70f3-4cf0-a79a-b508f57905f1,7735fe0b-3329-462c-a893-33a685ed5ebd
Advanced local dimming makes the contrast and black levels appear excellent for an LCD TV.,Center,wired,0,0,dc87ded0-b11c-4f43-b537-3caa99748176,b02dac2c-55e2-4ab9-8ed9-9fc249643cc6
"The distinguished Harvard biologist EO Wilson went further, arguing that if humanity is to stand any chance of a healthy future, 50% of the world’s land surface must exist in a natural state.",Lean Left,the-guardian,0,0,5ac4c7c8-90ab-43be-877e-cea6b6f5411e,5959d20b-19fa-46d8-914c-eb5330b349b3
"Orban will meet French President Emmanuel Macron in Paris on Thursday, ahead of the summit, his press chief said.",Right,newsmax,0,0,a60e3e56-4c69-40c3-9adc-c5453e5ab76c,b74040fa-75f2-447e-846b-8606f9e908da
"We think our Old Money matriarch, Agnes, would be as charmed by this gift as a Lower East Side It-girl.",Left,vogue,1,0,b00d96c7-9fb2-4072-96cf-b585a60542c6,095d83eb-705b-4dfb-be8f-381048543242
Studies have shown transportation barriers can lead to rescheduled or missed medical appointments; delayed care; and missed or delayed medication use.,Center,detroit-news,0,0,5bbe5226-ffde-4f7d-b3d8-f168d25a8e55,fee2009b-ac4d-4c08-886a-1dde1fe408fc
Relations between Ankara and Riyadh essentially followed an institutional line until the recent disagreements in regional policies.,Lean Left,al-jazeera,0,0,aa738c02-e4ac-44f5-9d85-2241a9ff3081,fe43a2d7-752f-4d68-a593-33959b50f8f9
Anti-trans platforms failed to deliver positive electoral outcomes in every key race in which they were tested.,Left,mother-jones,1,0,f5c6f5e4-df68-4212-a20d-85537eee50cc,2ef74697-d917-41b9-92ca-0b8be6ea492d
"Photograph: ThamKC/Getty Images/iStockphoto 2 Breaking down data silos To achieve greater data democracy, data must be available across an organisation rather than being locked up in a central repository.",Lean Left,the-guardian,0,0,92f3ef99-d05c-4e4d-9d71-86e60b9620e6,fd641daf-6b9a-4be0-97c1-ef0d9112c19a
Here’s a guide to some of CNA staff members’ favorite gifts to give and receive.,Right,national-catholic-register,0,0,411c5621-8e56-424d-90b5-f61a9070dc53,28acca2e-e33c-40cc-9e70-71a82f22ae9d
But many countries are already weighed down by debt and austerity.,Lean Left,the-economist,1,0,9055da15-726c-4c78-ad95-5ccbbc0fd5b2,e9228423-7277-44c0-8022-a429807a244d
"You stop right in the middle of your chaotic life, stand at your kitchen counter, plant your feet on the floor, close your eyes (if you are so inclined) and eat, for instance, a biscuit with hazelnut chocolate spread on it.",Lean Left,the-guardian,1,0,2f57ad00-7395-43f4-8232-d258849e3112,87374462-3494-48b8-86e5-69de63773c74
"And he wants a strong declaration at the end of COP about how much more countries need to do to combat global warming, a senior State Department official said in a recent call with reporters.",Lean Left,politico,0,0,aa184a26-7b4e-4809-9ce8-4b2c643f1b65,e58ef028-9506-4111-bf50-cc124724d650
"The Pender County Sheriff’s Office had already said months ago that autopsies performed on Camp Lejeune lance corporals Tanner Kaltenberg, Merax Dockery and Ivan Garcia determined that they all had died from such poisoning, which can happen from car exhaust.",Right,fox-news,0,0,8dcd5e9c-474b-47ad-8537-61599a58a768,4bb5807d-bcb9-423b-8682-dc4f1bd61a0b
"Security is also paramount at CIT Bank, ensuring your funds are safe and protected.",Lean Left,time-magazine,0,0,92433525-e8fb-4e50-8289-a7d12864669d,929dc900-b92b-4277-bd0b-b5da41ad974c
"They sleep with their mouths open, pink scraped across their cheeks, their eyelids twitching like fish who swim in the shallows.",Lean Left,cbs-news,1,0,79dd25f5-121f-4141-bbdc-1c359513e3c3,b02d2ebc-c30d-4492-ab46-3922c59c21ea
"This is an egregious assault on humanity and the living world, and none of us should tolerate it.",Left,alternet,1,0,d6c1cdca-a40d-439e-b5f5-be0eed4b88d5,be02a54c-87f4-47cf-b12f-a3fbcf9d700c
"It can be as soon as Week 5, after only four games have been played.",Lean Right,new-york-post,0,0,8c0e66e2-1d15-4c6b-908c-6cf38c0a8cc3,e967f1d4-ff4c-48fa-a9f2-8fcd6f27e4a8
"This is the most radical option that has been discussed, preferred on the right of the Conservative party and said to have the support of immigration minister Robert Jenrick.",Lean Left,the-guardian,1,1,ecc8db8e-d4c3-415a-97ae-7b0e9626766e,3ab2d3b1-9376-4b51-9a7d-ef3421494106
Advertisement Wikipedia’s annual death lists have made the site’s top five most popular articles since at least 2015.,Center,quartz,0,0,dcb725e4-e980-46a2-8f9b-9cd338fc1833,345052d2-2cec-44cb-94a8-c342c05a8bae
But also because of its incredible applicability to so many different scenarios.,Center,wired,1,1,a9704d66-d0f4-4f4b-a8de-66fe4eb6ca0b,1034897b-bc57-47c3-b98c-95a1a02cbd56
"Advertisement But the Haley-linked SFA Fund didn’t turn Reid Hoffman away either, as the New York Times reported a couple of hours ago.",Lean Right,hotair,0,0,cf341faf-8e34-404a-b4d0-7b1a301292b6,9409b4d2-36ab-4b8e-b9e4-4b848e8305f2
Let's take a look at a little example of where fractals actually show up in nature.,Center,wired,0,0,7125b27d-80c1-4a4c-9c5f-80fef1aabed4,5f8b0d8a-81f2-4cb3-9050-578f356aff2f
The articles were designed to look like official American news items.,Left,the-intercept,0,0,451206e2-257d-4bb0-b953-c7b20cec38dc,f754107d-0d71-4200-a548-300541744bd8
"In a reasonable country, people should only be held responsible for their own crimes.",Right,newsmax,1,1,caa08cc9-0308-4f5a-a679-5b13601b371d,c4dab685-cace-40bf-9cea-2627886cbd21
"Rescues made, fines issued The U.S. Coast Guard reported rescuing five people from flooding on Tuesday near Rosburg, Washington.",Right,fox-news,0,0,cc0f663c-e61f-46b9-a8c2-6f587efd05a1,85bafa0c-577d-4470-9acc-c4800be4d1e1
"When we calculated the estimated returns, we assumed that cardholders are redeeming cash back for a typical maximum value of 1 cent per point or mile.",Center,cnbc,0,0,e8cc8f78-348a-46ce-966f-5c074541d889,25ffc0ed-fec0-4dbf-95a6-cd6413541aa9
"As they neared the border, they were stopped at an ad hoc checkpoint.",Left,the-intercept,1,0,b4c7a88f-d9be-4dfc-a04e-3b37327ccdc7,98ede5a4-ceed-45fd-bee3-1b6856156bc1
"In a tweetstorm on Thursday, Trump spun from touting that day's White House social media summit to providing some nicknames for 2020 Democrats.",Left,alternet,1,0,85f43557-e36d-44fd-a132-caaccdcfb6c1,1324b6e0-0296-4661-a05d-0ef52ca23539
"If extraterrestrials are here, and are influencing the future of humanity without interfering through overt conquest, who would they approach?",Right,american-greatness,1,1,e4e3fdff-99e4-4410-85bd-f241fb2cb7f3,d19732dd-bccc-4f77-b006-d53c59cec201
President Biden refuses to take the necessary actions to rein in climate catastrophe while issuing rhetoric that professes concern for the existential threat that we all face.,Left,alternet,1,0,247ca517-7952-4006-9111-022d3ca780de,f2419c9c-ca2a-49c2-9aad-22440b02cf0a
"This too made much use of the bird’s eye view, high above trails of people crossing deserts on foot or seas on inflatable boats.",Lean Left,the-economist,0,0,e9cf2472-5a1e-4b2f-8a76-37c2a1f0a110,18d0ee80-9b8c-445a-87f9-e16c2ab9c31c
"Amazon We’re really serious about our coffee, and Atlas Coffee Club is one of the best services we’ve tried for fresh, unique blends from around the globe.",Lean Right,new-york-post,0,0,32555a74-7a1c-4e45-8deb-5bb6695d2e21,8d3f9af4-9cbb-4a41-8edc-e2a338de3cc1
"There appear to be no nannies specialising in teen-ternity, as there are for, say, newborns.",Lean Left,the-guardian,1,1,bb7abdca-5285-4dde-a74d-9b5b04b786f8,98a838f9-0011-4664-91ef-8a297c678d07
"While borrowers have been squeezed, the Federal Reserve's policy has helped to tamp down inflation, with the rate dropping in half this year, to 3.2% as of October.",Center,az-central,0,0,1fee8d83-f426-4ff0-9db0-456f836e699e,c5f424ec-0d68-4e0e-9acc-45483e8f4e49
"Perhaps unsurprisingly, there’s also a link between chronic illness and mental health conditions: a May 2020 study found that children living with a chronic illness by age 10 developed more severe mental health-related symptoms than their peers by their early teens.",Left,mother-jones,0,0,1f258113-2f24-4b8a-9c94-cec86bc3f8fd,d4b2b6e4-cefd-452d-9939-61e0f3e4e0af
"But Blum, who also organized the lawsuit against Harvard, says he's not done.",Right,washington-free-beacon,0,0,25fc1845-1492-4e98-99ca-c92f556b5856,64cc7063-870e-4c2c-88cc-f68ea446ff52
"Commit to optimizing a bank of strategic keywords around products, use cases, and customer needs.",Lean Left,sfgate,0,0,29e68048-6652-4892-94ef-19214a859a66,2d3dfc6d-1205-40c9-831b-05451b92c064
"The flip side of the memorialization of the Nazi genocide was the consistent elision of a hugely consequential fact, namely that Palestinians collectively were made to pay the heaviest price for the creation of a Jewish state on their lands, despite the fact that they had no history of Western-style racial antisemitism.",Left,jacobin,1,0,cb2b6939-cb73-4426-9eda-b24fbc3acd5d,9afdcba7-8e49-4b08-b68a-aea6236f2ef1
In futuristic industries like electric vehicles and green energy its firms lead the world.,Lean Left,the-economist,0,0,9b9225eb-a497-4320-8276-130c42e2125d,82dacd4e-9ac7-4a9a-a0a2-afbf59751856
"Schools have stepped up in response, adding mental health services and classes designed to foster mental well-being.",Center,education-week,0,0,17bfa420-c88f-4d0e-ba74-591837bfe5f1,156d9fb1-4e02-4b2f-a63d-c67b834165d1
The ice is melting beneath our feet and Trump is our life raft.,Right,american-greatness,1,0,9fa8852a-8081-4f14-a611-c499ac582d97,c45739d0-e0ad-4c79-9397-3d89b058172b
"The final image we see is of Lucerys’s mother Rhaenyra (Emma D’Arcy) as she receives the news and turns to the camera, her face flooding with despair and rage.",Left,vogue,0,0,7d796092-7dec-4c34-af5e-fbf9919e78b2,aa74596b-1bcb-48ea-9b46-803fc624642c
"Plans to leave his violent and bloody past behind fall apart when his son is framed for a murder and then killed by corrupt police, forcing him to fall back on old skills as he seeks vengeance.",Center,wired,1,0,84727bd8-aeb0-4fd2-acc3-34fe8fc13de0,6f2f1abb-a10f-413f-96e7-a3f98321cb37
Evolution Gaming has also developed a couple of live dealer slots and live dealer television game show-themed games.,Right,newsmax,0,0,45d685e9-8e4d-43f7-989e-4625aed29158,c758f4bb-d4c4-4c37-985e-1f1f026ac925
"For instance, there is a growing viewpoint that whales and dolphins should not be in concrete tanks performing for our entertainment and, accordingly, there are major efforts underway to call attention to and end this practice.",Left,alternet,0,0,ad1d21e6-849a-4b68-8491-00df626768fd,105d3a52-3c5f-4052-91e2-9ff7ea1a706c
A continuing theme that runs throughout the novel is the trade-off between happiness and freedom.,Right,newsmax,0,0,17433b9c-5365-455b-be98-067b86360679,4fa2aae3-05a7-4047-bb07-2eb28a7cbb49
He also officiated at her wedding where she said he kissed her on the lips.,Left,alternet,0,0,6b260cce-55fc-4f80-8007-eb29a7b6ed9a,7fd17b85-691d-4c20-9e4b-4607fb9e981e
"Sessa, now twenty-one, is lanky, with a pouf of curly hair and narrow eyes that easily convey loathing, or loneliness.",Left,the-new-yorker,1,0,32882312-8171-4e09-8440-b2eb6b6d2616,879b5c1f-1d9a-4b98-96c0-76ab92b7ce54
"Mulder can see it both ways, as an avid nature lover and as a native of the Netherlands, where environmental historians have described the heavily cultivated landscape as a cultural artifact.",Left,the-new-yorker,0,0,c5225628-249f-4dfa-9e07-6630c85a0f2e,23382939-850a-4a5a-91d1-4ceb53ad6686
"And as a Quaker in England, he and his fellow Quakers were subject to persecution for their Quaker beliefs, with Penn himself imprisoned.",Right,the-american-spectator,1,1,7bd71392-be19-409e-951c-4d71de9f063d,efe67d2e-00a5-4ca4-8f5d-b7dd15b98cac
"But they are frustrating his colleagues, on both sides of the aisle.",Center,cnbc,1,0,1952780d-30bc-4d49-95b7-6015e9079622,e58a8aab-bee5-450a-a6a1-89bd017434d5
An observational astrophysicist describes the subtle clues that provide good estimates for how old different space objects are.,Lean Left,the-conversation,0,0,3c3e5fc2-54e8-4941-8b1d-a13eeb806e77,a2b9f99d-976f-4e59-b1b4-7dc9dff3abf6
"Where is the conversation about the explosion of tools like Dall-e 3, MidJourney, Stable Diffusion and Firefly?",Center,poynter,1,0,5ca16953-deda-4c27-b299-197ad0f71234,27b498f2-2930-40ec-8a02-82c500eea032
He may have rammed through some trillion-dollar spending bills and bragged about all the giveaways to targeted constituencies - like young voters and forgiving student loan debt - but the obscene levels of spending led to historically high inflation.,Lean Right,hotair,1,0,1d7fa1f9-81a6-4adb-aff1-61aa63ddbaed,b0f24d3b-c658-4c75-864c-93b915dc0916
"Both leads sing and dance their hearts out, though the results are more like galumphing At Long Last Love than graceful Funny Face.",Lean Left,the-guardian,1,0,41a756b8-a27c-40fc-8f7d-2f43b9eeaae0,f0789324-75e0-4d75-bd2f-11248a0032de
"Upholster furniture in the garden, years away from blooming, with brilliant red roses-and design the fabric herself.",Left,vogue,0,0,0b9b29cd-d66f-4788-acbe-029cb368d391,9b0b90f3-a24e-4eac-8876-410237ff13a2
"This was an era when the income of a single factory worker or schoolteacher or baker or salesman or mechanic was enough to buy a home, have two cars, and raise a family.",Left,alternet,0,0,9f1a2446-0a0b-4e72-857d-afaca1b82192,51cd9d94-871e-4d38-9771-bf5a0493ddd5
"At the same time, though, several other clubs around the league have found a way to get deals done despite the challenges.",Center,baltimore-sun,0,0,8f7c82a6-7b0e-4a18-b440-c561ce17c4f0,0eb3a250-2de5-41c8-9faa-fcc0d8a72968
"The thrust of the 9-page motion reads like the Democrat-led Jan. 6 Committee conclusions, where Trump was denied representation, an opportunity to present his own evidence and witnesses, and ability to challenge the committee’s witnesses.",Right,infowars,0,0,ef8947ad-2493-4d05-8e5b-a13b2dda1912,35e383e0-68e3-4388-8230-4a5066d0c446
"To end the stalemate, McCarthy made the fateful decision to lower the threshold needed to call for the ouster of a speaker to one lawmaker and made myriad promises on spending to appease enough members of the far-right flank.",Lean Right,fiscal-times,1,0,99e78df2-d543-40f5-a802-5a33733be0ef,dd8ffddb-0a57-4218-b218-910517ac59b5
And we are back here at the 2023 Glamour Women of the Year Awards red carpet.,Left,teen-vogue,0,0,4b75e677-46d9-457c-ada0-4e976d56ade4,ce8e7fea-3c05-42c7-81a1-80ed9a84d648
"This is one of the questions the university presidents of Harvard, MIT, and the University of Pennsylvania had to grapple with before the House Education and Workforce Committee yesterday.",Right,fox-news,0,0,03c6a474-6239-4ab9-9e28-e70ba9f78b37,b2cbac8c-7ec4-494f-aaad-0b0ac7a2e418
In the third quarter gdp expanded by a barnstorming 4.9% in annualised terms.,Lean Left,the-economist,1,0,e8eca799-6f08-447d-982b-1a1270109808,6b794500-bee9-4a7e-ae20-b860b4bfdb2d
A Dutch court is set to hear a case accusing the state of complicity in war crimes in Gaza due to its supply of components for Israeli bombers.,Lean Left,al-jazeera,0,0,158c51ee-59c9-44a2-ba78-b585fc3c09c2,5abda32a-bd4a-4d71-af1a-1c0f240aa182
"When Formula One came to Las Vegas, it brought a level of glitz and glamor rivaled only by Monaco.",Center,cnbc,1,1,6f2fe9c2-429f-4802-b05a-0041ee3253c9,975f3e9a-1655-4d30-9c8b-086ef811c4da
But is it really true that that many young people would give up the right to vote ... to keep the right to post?,Center,poynter,1,1,cda216ab-5a71-4c1b-94b9-b0acd87ff8e0,2d2610bb-5037-4826-beea-bc8cf292d0f9
"There weren’t enough people to fill the school’s auditorium, so they held it in a classroom.",Left,alternet,0,0,1c4466ad-c6fd-4d1a-9d42-8ad8751fb73d,9f18cc99-24c5-4410-bb6b-8eedc3b1b552
"He eagerly swipes through photos on his phone of the dream house he built in Gaza City with nine months of salary in Israel, proudly pointing out the floodlights, gypsum ceiling decor, brand-new velvet sofas, and oak-wood closets.",Center,christian-science-monitor,1,0,df3d7261-a67d-4146-8f42-4c00c3ff0212,9a7e9564-14fe-4164-93da-d13a9e602f0f
"To date, it has granted more student loan forgiveness than any other administration - in part due to efforts to temporarily expand some debt relief programs and to correct past administrative errors made to borrowers’ student loan accounts.",Lean Right,fiscal-times,0,0,a237e184-ed93-4bbd-a864-c46460d6d778,b2ca5976-bbc4-41d4-a3ae-0dc28581f5a9
Mr Fukuyama thought the end of the cold war would let the liberal internationalist project move beyond its reliance on American power.,Lean Left,the-economist,0,0,64a494ee-5986-4c69-bbef-855e651ff03e,7ec37dc1-5263-425b-93df-8ca65fdd70b1
