text,source_party,source_name,bias_estimate,model_uncertainity,sentence_id,article_id
Staff at al-Shifa have accused Israel of firing on them and causing the deaths of patients by cutting off the hospital’s electricity.,Lean Left,the-economist,0,0,daf37b47-475d-4a79-95be-f7c1c845eecf,32656272-8e3d-4f4c-8cd3-f25c03c7e0b1
"For a second-grader, she is an advanced reader and would devour books daily, Covey said.",Left,alternet,1,1,7e4738d8-67eb-4825-8841-e03159e77483,ad1be9c5-e493-4c9b-9f55-7294b4f815de
The number of active online users is at least 200 million.,Lean Left,time-magazine,0,0,c0186ebc-7d47-4c9d-a6d3-f1065bca9cb4,7fbced19-04a8-448f-9bdf-b31284e4a232
They enter their information and the state tells them which program they should enroll in.,Left,vox,0,0,63a5c01f-fb8f-4052-b94a-93b5139a7b35,7867dd34-77b5-431a-91c6-c04aac7c9996
"Lamya provides close, queer readings of the Quran, drawing connections between its stories and her own experiences of persecution as a brown girl growing up in an (unnamed) Arab country with strict colorist hierarchies.",Left,new-york-magazine,0,1,a0cda1be-be81-4296-908f-e5a301769349,a274344d-6a0e-442a-a52b-b11b68060197
Trump also mocked Biden's age and said the president might not be the Democratic nominee.,Lean Left,usa-today,1,0,b7308819-117b-4f4d-94fe-26342f9d4328,ec679ce3-d56c-49d0-b596-953c175452c9
"Last year in Los Angeles, Tunnel to Towers teamed with LA-based U.S. VETS, a nationwide veterans housing and services provider, for a grant that filled a multimillion-dollar gap in the financing for the construction of nearly 2,000 units of housing for homeless veterans.",Right,newsmax,0,0,ccf1f9e9-ba72-4c56-b522-da910cad23bd,ef1fceb2-3575-4e86-8c9b-d7d46fd6c00f
Stats from arm cyberware will now be applied correctly regardless if they are drawn or not.,Lean Left,the-verge,0,0,eb6819d2-82ab-4d70-a84b-686da81178d8,fde0dfba-e698-4c42-a1b8-22970e0a5977
"Bezos is no longer Amazon’s CEO, but as the company’s biggest individual shareholder, his money remains tied to Amazon’s fortunes, and his sudden commitment to saving the world is being met with criticism from some in philanthropy and activist circles who argue that his philanthropic vision is disjointed and fails to be bolder, especially considering Amazon’s record on labor and climate.",Left,alternet,1,1,a007dd07-93f1-421b-a81e-0e01f5f84f3a,0e7d24bf-7169-42e5-9bb0-a1fc49c280b9
Alex has spent years building his network both in the U.S and abroad.,Right,newsbusters,0,0,b751bb09-e965-4918-9a1f-abc06b2f30a1,e0839321-48af-4195-b813-8f1b022c3125
Could this possibly be the most grueling competition series to ever exist?,Left,esquire,1,0,9b1942e3-9623-4e5f-8732-0d622d6da06a,e68798d8-61cc-4255-8a20-4a6eae971085
"Veteran’s Day in November is an annual reminder of the extreme sacrifice that America’s military makes to protect freedom, capitalism, and the traditional U.S. way of life - and now a new patriotic organization is paying back that debt by donating a cut of profits to veterans.",Right,newsmax,0,1,5436b5fb-3bb8-4f57-b629-bc34f5da6a74,31cb33b2-18f7-4934-9934-d43323daad0e
"Just under 67% said student loan forgiveness would help family well-being, but there was a large partisan divide.",Center,deseret-news,0,0,f46c0022-ed82-4c15-b65e-66b3191c598e,a6b542f9-4fab-47f8-bb79-30a4eb85d3a5
"Amazon Grab an easy-to-order Amazon hostess gift - and one that’s super on trend, too - with the D’Eco Wine Tasting Flight Sampler Set.",Lean Right,new-york-post,0,0,7d28f953-bb01-4aed-b999-c11949e9d854,926cba20-563e-4f84-aa0c-4429bacca7e3
"Israel-Hamas truce extended Ten of the hostages were released last Friday, as a truce began following weeks of negotiations brokered by Qatar, Egypt and the United States.",Lean Left,al-jazeera,0,0,ba1bceee-53ab-4262-828d-a1c355c8ea60,162ebc28-63ab-4801-80b2-943bf5f037f4
"According to the Office for National Statistics, Christians comprised 46.2% of the population in 2021, a decrease from 59.3% in 2011.",Lean Right,the-christian-post,0,0,716a393c-e6e2-4b11-a643-7ad40602721f,a35c794d-727f-41fd-9734-8337ef3329f7
We see this in Matthew 9 when Jesus tells a paralyzed man to pick up his mat and walk home.,Lean Right,the-christian-post,0,0,5fe21457-79cd-4a22-bd1e-826f431a5b5b,3fe2289e-f1f5-4fec-9d65-be53db8128f1
"HALLOW APP ANNOUNCES COLLABORATION WITH LIAM NEESON FOR NEW ADVENT SERIES THIS YEAR ""Each day from December 1st until Christmas Eve, one door was to be opened for a treat.",Right,fox-news,0,0,90502ad2-4dcc-41c8-b757-9da2169c4316,dafdeca1-19e7-45b5-aa0e-97c9d4396fd7
"However, to highlight the racial and ethnic differences among Americans is to devalue the unifying elements that have traditionally defined the American identity.",Right,townhall,1,1,679010e2-1b3a-4449-8d28-673d00050726,ffd1c474-3441-4d90-afe0-15b0a7840ef3
Her father seems like - correct me if you think this is unfair - kind of a bit of a loser.,Left,the-intercept,1,0,3c64be31-d098-46a2-897b-94ac04d97134,e2dadc7a-3eb1-4bf7-b589-c054a63fdd41
"This payment of wages happened directly in cases in which the family was working on a collective piece-rate basis; in cases in which the child earned independent wages, these wages were usually turned over to the parents as well.109 The wages that the supervisor offered in many physically demanding occupations frequently varied on the basis of the physical size of the child.110 Although a fraction of child laborers, some as young as 10,111 negotiated their pay directly with their employer, a parent or guardian frequently negotiated it.112 In either case, once earned, these wages generally became the property of the parents.",Left,alternet,0,0,92a01fad-ed22-484a-8622-b844b94e814a,4fbafdb1-b96d-48a0-afb0-011551d2d949
It recalls the lead-up to the U.S. invasion of Iraq in March 2003.,Center,cnbc,0,0,4a631eb9-0fdc-4bc5-9770-a6b5bab0af52,82e9d0a6-d5fb-447a-8e97-15b2f3ffd524
"Except for a few antitrust rulings cited above, the strategy has by and large worked, leading to a series of oligopolies across the sector that rarely compete in the true sense of the word.",Right,the-federalist,0,0,ccde1953-fe19-431b-8b13-dc914c50e890,2f3d7ed4-9e97-432a-b744-64e8c719faee
Hundreds of thousands of tons or more of concrete that used to be buildings.,Right,townhall,0,0,7aa77cef-b733-46a7-96d3-07a7a2bac502,9333166b-ae1e-4648-aa8d-ff8665307580
"More durable riches may be earned through exporting the billions of tonnes of metal the planet needs to build new, low-carbon infrastructure.",Lean Left,the-economist,0,0,761b4e55-54a1-45c7-b8f7-74a58a37ac26,11ac73d8-12a8-446b-bd3c-76bc4e4655f5
"So that the Alexanders, Carnots, Humberts, and others should not be murdered, but it should be explained to them that they are themselves murderers, and, chiefly, they should not be allowed to kill people: men should refuse to murder at their command.",Left,alternet,1,0,50de458f-a479-4200-81cf-4be8a6b28ad0,52083e62-f4ab-4b1f-b1ad-6d3759ef5fac
"A micronation in the extreme, Sealand has all the trappings of a country: a constitution, a permanent population (of one), a government, a defined space-even a rousing national anthem.",Lean Left,cbs-news,1,0,8b4e74f2-bc2a-45da-85d7-5104b845674d,a93bb426-2b5f-445f-a84e-ac8b127f86ee
"Jones and Tucker have been friends throughout the last decade, and Tucker previously appeared on Info Wars in 2014.",Right,the-gateway-pundit,0,0,bae8ea20-af73-4a4a-be30-a7d7494fbe55,5e82cc45-7312-4746-a30b-4a52c7075d70
"And some users who don’t speak Russian and had never previously expressed any interest in learning it, try to pronounce the lyrics of the viral song and share their desire to finally learn the language.",Lean Right,rt,0,1,3ae78cd9-fa45-43ec-87dc-c33da9149b30,85badec9-2ae4-4169-b698-a68400c19e07
"Despite a 1966 car accident that left him blind, Brown went on to win 23 blind pro golf tournaments.",Right,newsmax,0,0,f5648407-c515-40c9-bdf1-1eb64de0d3da,1d1bc1b5-3c26-46d2-939b-3059d0e83335
"Nonetheless, you’ll see companies trot out their biggest stars when they find themselves under regulatory scrutiny.",Lean Left,the-conversation,1,0,37576dd8-36d9-44a6-a7a6-70272ea344f3,bdb8d476-9a2f-45a3-ac4a-8e08fbc660f3
"In August, London-based fintech Rapyd acquired PayU GPO, a huge slice of the payments business PayU that focuses on emerging markets, from Dutch tech investment firm Prosus for $610 million.",Center,cnbc,0,0,3798cd25-11b8-4b60-8988-0e73d5b2ebd8,15019680-6550-45e8-9ef1-b8522a75c884
Only those who accept Jesus as their savior will benefit from these events that Christian Zionists claim the Bible predicts will happen.,Left,alternet,1,0,362fcf73-78cf-41a2-8afc-4cc699469736,93939876-6364-462b-a858-5de303447e61
"This one is lovely - meticulously engineered, but lovely all the same.",Center,poynter,0,1,7850e08b-43e8-4764-9126-81355108e2d5,4057e77a-d180-4abc-9123-2c2f83761ad2
Higher rates have helped push the average rate on 30-year mortgages above 7% for the first time in years.,Lean Right,fox-business,0,0,aa71f756-4444-46ee-8ad5-3554823b2181,79a82d94-ae65-4134-81b6-d336bb3c7f58
It makes me remember the good old days when it used to be safe to poop in the street.,Right,fox-news,0,1,e87fd822-43c5-42af-8c48-31c5b0675356,1dfdbcb1-6ed2-4cb9-bb34-e8cb5ab30825
"But if it's just flat ground trick in the air, you really only have like a half a second, of course, of a second, calculated it.",Center,wired,1,1,8bb51c7b-c139-4d9b-9abb-11991d21bf1e,d67968fc-628d-49c5-9f14-71633fbf1155
"Harrisburg came in first-place for retirement locale, with 149 other cities getting rankings below it.",Lean Right,fox-business,0,0,a938124f-6afe-401f-b847-432a64f5fcf0,b84bcb0f-36a6-4c39-b58c-e42ff4cc0138
And Cox levied a two-shot penalty against Morikawa before the 26-year-old teed off on Sunday.,Lean Left,the-independent,0,0,d8ab9d4e-cdb3-4850-9138-90b81860a212,6977bcf3-b80e-4433-a171-263ba8365e18
Organizers said they targeted the DNC because the Democratic Party is ignoring its base.,Left,the-young-turks,0,0,98d01092-8e54-46ac-9476-231c3676b682,53bbb9a2-d012-4f06-b0e5-1c6163a8093f
Country singer Kelsea Ballerini got matching tattoos with Outer Banks actor Chase Stokes and the story behind it is heartwarming as ever.,Left,teen-vogue,0,0,7e7d1f61-3a33-4d78-a92e-d4caa372e707,589e41ac-d34a-422e-9511-c3583ecdd3bd
"And it was one of those rare occasions where mainstream media and Fox News were completely in sync and somewhat, you know, as mainstream media reacted to it in a very moralizing sort of way.",Left,the-atlantic,1,0,30f58ac5-eb70-41e6-ba47-46b0ea54e9b5,9413129e-5c33-467b-a2a5-303343495f77
"So I’m praying that he manages to squeak through next year because this is going to be a very, very close and incomprehensibly weird election.",Lean Left,the-guardian,1,0,49137f2d-b95a-4ecd-b27e-915154e018e7,b6d411d9-cd91-47eb-878b-2e12c7a2e829
"But it’s my sartorially fastidious partner, Claire, who does the laundry while my duties include walking the dog, cooking, cleaning, shopping, birthing babies, wiping bums ... all of which casts a spectrum of stains across my wardrobe.",Lean Left,the-guardian,1,0,37e8febe-afbc-4949-a358-f072d0b807e0,9abc447b-a311-424c-b0aa-6b12659cabc0
"In many ways, despite his experiences as a child immigrant in the 1930s and a U.S. soldier in World War II, he remained a cool, antiseptic technician of power.",Center,foreign-affairs,1,0,426313ea-eea4-48db-b108-f4d3887b0c8c,25c68d98-b5cf-426b-ac34-7117844eb6a8
"And thanks to the abundance of employment opportunities, lower-income workers have recovered roughly 25 percent of the increase in wage inequality that accrued between Ronald Reagan’s election and Joe Biden’s.",Left,new-york-magazine,0,0,43cdf46d-5498-4cb8-832c-99407806fd7c,5103f643-08d6-45c2-869e-64c932998d9f
"Unlike in the recent FTC v. Microsoft debacle, there’s no evidence of failed redactions that reveal bombshell details about a company, although the parties have argued over exhibits Google deems irrelevant.",Lean Left,the-verge,0,0,d814cf27-e522-42db-8ce7-9940e7c7ef67,0112931f-c5e2-4e07-b219-e53d72e7c8b3
"Shoppers have seemed indefatigable lately; retail sales grew by 0.7% in September, compared with August.",Lean Left,the-economist,1,0,246e6203-1396-47d1-a0e4-9aa6dcc3fc50,6b794500-bee9-4a7e-ae20-b860b4bfdb2d
"For the human pin cushions among us - namely, those who keep type 1 diabetes in check with multiple injections a day (nine for me yesterday) - reports that a revolutionary ‘artificial’ pancreas has been developed and approved for NHS rollout ought to have been cause for celebration.",Lean Left,the-independent,1,0,611c5e9a-3683-41b4-bcd5-c2e76aa0657e,6d284e79-593a-4aa2-baa6-0f30e868c737
May this be the first of many hearings cracking open for public inspection the Ivy League's intellectual rot.,Right,washington-free-beacon,1,0,1eee4e11-2f22-42dd-a630-a41ccc830644,53b54b54-958c-4430-8bcc-2ee00768cde5
"At the time, the idea that you could image an entire city through cellphones was very improbable and exotic.",Left,the-atlantic,1,1,b2df8573-ae90-4ec6-af7e-41afdb08b523,060db8d3-48d5-483c-9c53-c7435ab3e773
"In the fourth and final Test he also demonstrated a willingness to go out on a limb, effectively conceding the match by refusing to send out his last five batsmen in the second innings as a protest at what he saw as intimidatory bowling.",Lean Left,the-guardian,0,0,7f39ea4b-c622-443f-819b-2894aebf835a,c7b343cc-556a-4e95-a9c7-cfa8528ce3fa
"Worryingly for Conservative ministers, Labour has led on the issue - usually one of the Tories’ strongest areas - since last September.",Lean Left,the-guardian,1,1,8993089f-946d-482b-a27a-016a09fa67c9,e0d72b21-66de-486c-b66a-35660e7ff977
The political maps they drew that helped them win near veto-proof supermajorities are at risk of being overturned under the newly left-leaning Supreme Court.,Left,alternet,1,0,def67d1d-d599-4961-87d5-85eefe29b92e,51fc5c45-076c-4ac8-a719-cffd7299819f
"Take the damn shots, especially the damn boosters, and especially the newest one.",Left,esquire,1,0,d319a12f-4f5a-4d7f-b249-75749d1cc025,f32ac384-3ddf-48e9-bb0c-1ac3272f6990
"The sold-out arena was decked and stuffed with scores of revelers dressed in their best ballgowns, sequined frocks, Santa hats and flashing light necklaces like one big citywide Christmas party.",Lean Left,chicago-suntimes,1,0,2bac9e05-8aaf-4c0f-854b-d087631525a2,0028f744-a299-4453-9977-8d848217fca5
Gavin Newsom signed the California Age-Appropriate Design Code Act (CAADCA) last year.,Lean Right,reason,0,0,624b1847-2e68-4115-929f-051cee8b4d88,ddb5306f-ead3-409d-b208-3e0653617889
She points out that India and Nepal have already banned the platform.,Right,townhall,0,0,b85392c3-ea11-4691-94b0-9e1f2ae2172c,4b81228a-19aa-439d-a2bc-d0e54b577357
"Speaking to the press on the sidelines of the festival, Douglas praised Indian Prime Minister Narendra Modi and his administration for investing in the film industry and converting it into a robust softpower tool.",Lean Right,rt,0,0,81a7876f-c04b-4f25-b33d-94346c30bad9,da68347b-82a0-47f4-9411-6169e1a7633a
There will be refreshments served with the opportunity for networking before the lecture for those attending in person at Alliance MBS.,Lean Left,the-conversation,0,0,d1f1c109-7f8f-4cdc-a336-4c5dcdfd00d0,6e5b42f1-908f-4594-bcfc-42af52c80059
"Like Pinochet, dictators in Argentina, Brazil and Central America basked in the warmth of Washington’s hypocritical approval.",Lean Left,the-guardian,1,0,caea522e-fd67-4a4c-9708-2a2540e8c860,dbbda8f2-2a2f-4536-b6a9-e2c8b93d2deb
We saw numerous ballots that were somehow dated before they could legally have existed.,Right,american-thinker,0,1,7238b866-e4c3-4b8b-8db9-351b56d0352e,d4466d1d-9486-4293-97e8-76c3cd55027d
"But the moment someone else builds one better or cheaper than yours, you can end up in bankruptcy court.",Right,newsmax,1,0,2c18b518-3e40-45fb-84db-d7d164b29e42,52cf591d-ca9f-4b2a-80fc-233bd7ab3f73
"And as the war against Hamas drags on with Israeli forces methodically taking out the terrorist group’s strongholds, it seems only a matter of time before Biden caves to his left-wing critics and seeks to use American leverage to halt the anti-Hamas offensive.",Lean Right,hotair,1,0,060929b1-85ee-4d90-b448-6f98f3282356,1bbf7736-8f24-49a3-9a84-8aec92b56003
Especially when it comes to a government that has frequently defaulted on its commitment to freedom of expression.,Lean Left,the-conversation,1,0,08a8832f-8c48-4cd4-80fe-495c3807e5d3,df862fc4-a63b-4fef-826f-ed4c7df60d04
"His first point was that most Muslims support Sharia law, which he portrayed as very troubling: There are about 1.6 billion Muslims and 35 countries practice some kind of sharia law.",Lean Left,fair,1,1,2af6a7a6-d19a-4345-b1bf-2e02653cb997,b1908305-5a89-4804-b405-cf73eb27169f
"Secondary trade volume reached a new peak this year in October, according to data from Caplight.",Center,techcrunch,0,0,513c5df8-3723-4385-822f-dd562ae7590c,ef4e0d51-073e-428b-a98b-753632f503b1
Speak to your energy provider about a payment plan you can afford and check to see if you qualify for any government schemes.,Lean Left,the-independent,0,0,ef33c68b-ddeb-41bf-8f89-50c21e6142cf,abfd2837-9e8c-4273-8c33-031d4ae95dc7
"Now when anyone writing a story hits on a common question-Wait, is it the moon or the Moon?",Center,quartz,0,0,f8b0bc18-d4e9-4dc0-b803-7c010136debc,6d5db00f-3b98-4b75-a9a0-465ad8205a5f
"Diplomatically, former President Donald Trump’s disdain for U.S. allies, his fondness for authoritarian leaders, his willingness to sow doubt about the United States’ commitment to its NATO allies, and his generally erratic behavior undermined U.S. credibility and respect across the globe.",Center,foreign-affairs,1,0,3e52b246-93cd-4644-bf30-017291f8ef2b,679faf11-f83a-44f4-8ff3-4ed20c91b179
"The Detroit Lions are winning.Are you all in, or still afraid to believe?",Lean Left,detroit-free-press,1,1,526b2c35-d15e-4cea-b60a-c42c7a02173c,99e6e93d-a5e1-405d-aac0-f0b34e57a27c
But ranks of elite frequent flyers have surged in recent years as travelers continued to spend during the Covid-19 pandemic and airlines allowed them to hold on to their tier status even if they weren't flying.,Center,cnbc,0,0,74325bf3-b6a8-43ee-b6cd-f2fd965bdeb7,b9d832a4-f63e-4c36-b2fc-0bcff0421c5e
Poll after poll show Nikki Haley is the best challenger to Donald Trump and Joe Biden.,Center,cnbc,0,0,e524267a-57cd-4ac8-9223-c7261def6b22,28036cc7-828f-44d3-adf9-022e33c4c5ce
"While Morrow teaches money management topics like savings, credit and debt, he also covers charitable donations and other giving, which differs from some other schools.",Center,cnbc,0,0,4f3cf7a8-1f6c-4109-b178-1c9b1dc20809,c66b5c6c-9257-4089-bb15-082b41599e3d
"Jezebel, Price Negotiable The trailblazing internet blogging site Jezebel announced in October it is looking for a buyer.",Right,the-federalist,0,0,b538a151-dcf1-4828-bec0-df0ed9e5df7d,7e5033f5-422d-4fce-b2b6-32d5e6b3644d
"Galaxy Quest (1999) This isn’t anti-woke per se, but Tim Allen has been the tip of the spear in fighting the culture war for years.",Right,newsmax,1,0,aece4a13-8c93-4dda-918e-274958b300f3,a3ae83c4-f254-4ffa-8568-8cf880b4a8e6
"To use RSS, you will need a special RSS news reader or aggregator that will allow you to collect and display the RSS content.",Right,fox-news,0,0,39acb671-9550-4a6b-af6f-6323e45d63e2,36546e78-1c80-4548-a743-83bc293fe444
Not worth wasting precious kilobytes and battery power arguing over it.,Left,alternet,1,0,6a2ce171-206c-4d6b-b161-0723e20579e4,a546f4e1-fc62-4fca-a334-f8630e67a1b1
The worst part is that he was in no hurry to get another job.,Center,marketwatch,1,1,bbf37700-4fce-4805-a5b3-f594f0a75888,5d3959c9-1600-4749-990e-0580f43818e0
"Now, followers and critics alike are grappling with the news of the allegations against Bickle and the continued calls for an independent investigation.",Lean Right,christianity-today,0,0,7c5dd978-9204-4502-b43c-f6dc5cc7623e,7237d9b1-3fed-4e71-9bf5-b7797018fe61
"Until recently, we had no legal recourse to hold Key School accountable for its complicit violation, compounding our sexual abuse and institutional betrayal with judicial betrayal.",Center,baltimore-sun,1,0,7784a8c9-55c6-4ab1-9e61-20e0585888d5,5b7c2a41-f927-460b-ab04-1d3e66522d08
You only need to look at the West’s response to such killings.,Lean Left,the-economist,1,0,5966f3da-a9f8-454b-a173-563d6dc24c35,4535a2af-42de-4aaf-89ea-b5542a5d0235
That's the same price as the Echo Studio on its own right now.,Center,cnet,0,0,1faccc49-0d46-407a-b985-ae8a13eb5165,36ae0977-34f4-48e0-9294-d46806aa75a4
"What do you make of this as a Jewish-American, a proud progressive, a Democrat.",Lean Right,hotair,1,0,d307585d-786d-443c-8076-8a9eaae161fa,2c32fa8d-7025-423f-9622-8ab63a13b982
"The Catholic Church authoritatively teaches that abortion is a sin, and the more conservative Protestant denominations and Orthodox Jews broadly concur.",Right,newsbusters,1,0,bc017d5b-9d77-46e9-8a88-7c53ae24f74b,8191d2ee-431c-4f45-b821-15b27d0cf152
He almost became secretary of state again as part of a co-presidency briefly considered by former California Governor Ronald Reagan and former U.S. President Gerald Ford during the Republican Convention in 1980.,Center,foreign-affairs,0,0,3395136a-6a32-48a6-b007-2a062cc2cd00,25c68d98-b5cf-426b-ac34-7117844eb6a8
Is now the time to take a leap on a new house?,Center,marketwatch,1,0,c8d1221c-33c6-4bdb-872e-7009923752b0,9a0bfdf6-fea0-4082-beba-9528877a024b
The midterms are right around the corner - the most important election of our time until the next one - and everyone’s political juices are flowing.,Right,newsmax,0,0,cc2bea90-f8f3-4d19-b69e-279e8f4b1123,86765a38-8d9b-4275-9e76-92e5f1df1c2a
"Soon after, the EU will follow with their disclosure regulations, along with the U.S. Securities and Exchange Commission with their highly anticipated ESG rule.",Center,fortune,0,0,3ba8a9ec-c8c8-4b2f-abb9-172a8e94f9e8,b86a9868-5355-48b0-bf0d-81911fe8dad9
"Orders of $200 or more: Orders of $400 or more: Orders of $1,000 or more: Free Pi Prime pizza oven FREEPRIME Just note that you'll have to add the Mesa XL to your cart manually to get the discount, while all other items will automatically be added after you input the promo code.",Center,cnet,0,0,de7193e8-9a59-44a0-b5ee-89a6288bccab,6e522446-176d-4788-af9a-b20cf06810a1
"Be prepared To ensure a punctual arrival, Yoo said people should give themselves plenty of time to get ready, while factoring in gift wrapping, food preparations and travel time.",Right,fox-news,0,0,46a24744-441d-47a8-8ce7-d3a49aba9bb3,99975040-293f-4a22-af7d-5e4c7a1e4354
"In team meetings, conflicts and resentments play out in the language of politeness.",Lean Left,the-economist,1,1,86e40e71-3807-4001-ab32-c80c17f06e1d,6834b9a4-8939-4eaf-b8bb-11e3f7bb7401
A separate warning: you should consult an attorney and your power-of-attorney instrument to ensure that any annual monetary gifts you give to yourself are not considered self dealing.,Center,marketwatch,0,0,5e6017ac-fa8d-4b02-a5cd-11b335be0ce3,58b2cf3c-88e9-4cc9-b6c8-691adaf8db96
It is widely recognized that the WHO failed miserably to deal with the COVID-19 outbreak.,Lean Right,washington-times,1,0,44414923-307c-45f8-b4d6-1df88dac19e7,cec5e5f5-677d-404b-a50d-0d54389e97dc
Marapi has been active since a January eruption that caused no casualties.,Lean Left,abc-news,0,0,d96cf256-1d57-4e50-8cdb-907d88aeb308,6515db23-34ae-41fc-ab7e-2fb7142d5cf9
"But by tailoring their content specifically to TikTok, these self-proclaimed experts gain views by saying controversial statements in the first few seconds of the video, knowing they’ll drive engagement whether or not their commenters agree.",Left,vox,1,0,69f36f07-3453-4278-99be-bc014ac90259,365cd8e8-14c7-4cbd-8076-186114fd2290
"Israel has made it clear that the PA will not take over Gaza, and daily, Israel enters PA areas of the West Bank to arrest and kill terrorists.",Right,townhall,1,0,ae9c28d1-dc6d-4a23-9972-a5a6ab82ea3d,3be248d7-0109-4eb0-be39-9991f7eeb9d6
"When the rerecorded 1989 was rereleased in October, my social media lit up with angry fans who felt that it was an inferior betrayal, underthought and sloppily recorded.",Left,slate,1,0,baeb93e9-48aa-4424-84a9-8a9f437ec1ae,d66c2ce9-cada-488a-9760-d6393d2385ef
The group now has chapters throughout the country and enjoys mentions by right wing commenters like Tucker Carlson.,Left,alternet,1,1,ae177afd-5c1a-41f5-9c74-a93e7c0532c6,27dcd49a-c9d3-4434-96ef-483a2a46c776
"The following is a list of interesting tech deals which you can surely look forward to purchasing this July 12, 2016.",Lean Right,the-christian-post,0,0,567b561a-efbd-4ae8-8d34-a8352d5147c7,0d3a543b-773a-4a56-b33c-032915b1d492
Proponents argue that a formal climate emergency declaration would allow Biden to take a number of sweeping actions--without needing congressional approval--to curb fossil fuel production and accelerate the nation's transition to renewable energy sources as the U.S. continues to fall behind on its emissions targets.,Left,alternet,0,0,41e0e622-5228-4d23-814d-493ae49153bd,5755fcb2-88de-4d92-8b86-f248f7a19a2c
"Paul McCartney was a prolific photographer as a Beatle, and 250 of his images are making their U.S. debut in Norfolk at the Chrysler Museum of Art.",Lean Right,boston-herald,0,0,9aff11a3-0dde-4910-9e59-cdca42d9ffe4,aac812eb-c0a6-4579-af48-e8ed0aed7b03
"Harry’s animosity toward the press dates back to the death of his mother Princess Diana, who died in a car wreck as her driver tried to outrun aggressive photographers in Paris.",Lean Left,abc-news,1,1,a0bdf6d7-0b77-46bf-aa17-946590ae3ef4,d46f24eb-831b-4f01-9a8d-0ddea4de616e
They face fines or possible removal from the district for their traditional style of worship.,Lean Right,christianity-today,0,0,614d28dc-a375-4831-82e2-482750f8e909,e92fba2a-10f9-4d7b-961c-f35296bf81c3
"Robinson So essentially, if Sam Bankman-Fried had not lied about everything that his business was doing, and the things that he said were true, then he would have had a good functional casino.",Left,current-affairs,1,1,5c9cb2cc-32f3-4dd4-b015-67732236bf0f,b72c185e-fc57-4621-a62d-01c15ae800c1
"Still, McCarthy is expected to remain active in party affairs, including exacting revenge against the Republican critics who helped torpedo his short-lived speakership.",Right,townhall,1,0,e68c60f3-66c5-4ff5-83ce-44b79a4229b9,3accaa9d-2c25-4d44-a483-627348153024
"Day Day After a leisurely breakfast and a relaxed morning, check out of the hotel and make your own way home.",Lean Left,the-guardian,0,0,5035dd71-362f-4a90-99cc-8f724627a5a4,998408da-00ab-4f0b-9e8b-41962674ee06
Australia’s commitment will be welcomed by our acutely climate-exposed neighbours in the Pacific and give us a stronger position to lead on climate in our region.,Lean Left,the-conversation,1,0,c6e09294-c225-450c-98d6-94875b123e74,8b3cb335-5f14-4457-b8dd-b2b0a39ec896
They face a rematch on Friday night against Oregon in the final Pac-12 game ever played (after the mercenary Big Ten poached the Los Angeles schools from its longtime conference ally and set in motion an exodus from that century-old conference).,Right,the-american-conservative,1,0,f3fc8624-4d09-4977-bdae-8afc6051e75d,22c0db5c-8eff-4f52-afeb-4543fafc6768
Let's see how much you remember from beyond the front pages in 2019!,Lean Right,washington-times,0,0,53a884cc-26b1-425f-8cec-6de794b18407,7c69de21-dfd2-46ed-bd69-eea06bef279b
"Then, as now, the American economy experienced a severe shock, which left a lasting hangover.",Center,foreign-affairs,1,1,a4119c7e-261b-4725-8eae-5064ff2ea6f8,c84de9b0-e0d8-4be8-aac5-d58d2bf09b05
"It isn’t an exact match for the brilliant camera system on the Pixel 7 Pro, but it gets similar results.",Lean Left,the-guardian,1,1,5d0a7898-0ffb-494c-bf2b-80d4c772c3ca,bd0808df-48cd-4700-b478-9d154e36fb05
Just do a teeny dab in all of the ones down here.,Left,vogue,1,0,5dca58c5-171e-4619-a453-db1a85c11263,b831dd43-4a9f-4f63-9c1a-2bd4a58ed904
Why shouldn’t his punishment be remunerative considering he’s been knocking on a $1 billion net worth for some time?,Lean Left,the-root,1,1,65da8af1-b427-44e5-9312-504bfe3ac2a2,73746055-7f90-423e-9610-d8009f29651c
"Now that this borderland finds itself in the heart of Europe, the frontiers barely exist.",Lean Left,the-economist,0,0,1be8c590-2f73-4a9b-8f22-d112bbcd81bc,0067e9fc-b733-4935-a198-210e01629c2b
"The right-to-repair movement gained a significant victory yesterday as a Maine law regarding auto repair rights won over 84 percent public support, according to Ballotpedia’s unofficial tally.",Lean Left,the-verge,0,0,aa8d6d9d-698b-43e1-89db-fd81b2179072,ecb7daab-3328-4f41-be28-b8a5ddaaf2d5
"To find out more about what my office is doing, please visit, oakgov.com/affordability.",Lean Left,detroit-free-press,0,0,a663f5ae-7232-4dab-b81a-c8be9614e7d6,ba5875cf-bb18-4418-a856-bc8defeee0a4
"But the path out, the road upward toward national renewal, will be paved by Hispanics.",Right,american-greatness,1,0,d3e267a8-b081-49fa-934a-20a79957b516,2525efa5-a506-46d6-9688-43dcc951eeb7
"Every Thanksgiving, while many people are preparing stuffing or frantically Googling how long turkeys take to defrost, others rise early, don commemorative T-shirts (and maybe turkey-shaped hats), and gather for a chilly morning run.",Left,the-atlantic,0,0,87d51da7-25d9-40d9-a29f-0341a7e16d79,79d5c945-0178-4217-91e7-e33a057f37e4
