text,source_party,source_name,bias_estimate,model_uncertainity,sentence_id,article_id
"This official data comes just hours after Mike Pence told a whopper about American incomes during the vice presidential debate Wednesday night, a lie that escaped the notice of our major news organizations.",Left,alternet,1,0,de5a77e8-b87d-4cbf-9d94-15e2085531a4,9df77156-8e01-419c-a0db-aac4c44932e3
"With the rise of industrial farming, many companies have begun sourcing their meat from foreign producers.",Right,newsmax,0,0,34c64b7b-cda8-4789-96af-8455294171ad,1a61c0ff-ca12-473e-9584-6dcb0b6549bc
"LOADING ERROR LOADING Sure, Mariah Carey is the Queen of Christmas, but there’s one seasonal pastime she’s clueless about.",Left,huffpost,1,0,c8dd63fd-f487-4257-907c-cad124af7089,057d34f5-b565-4404-b90c-d7e104aea361
"Learn from history and indigenous practices The plantation economy imposed on Dominica under British rule - which focused on one crop after another (sugar, cocoa, limes, then bananas) - was not well suited to the country’s difficult terrain and frequency of economic and environmental shocks.",Lean Left,the-conversation,0,0,9c5617db-0349-43b7-82b0-7ca48a5b4815,51dcfa68-5906-41e9-80a1-7474c7650ffa
There's this push to hold yourself out as the expert in everything.,Lean Right,christianity-today,1,0,1ba2f15f-7126-4230-8e54-38c49042b325,945d48e0-130f-492f-85e8-41565cb53cc8
Many of us are quite willing to call out Israel when we believe it is acting wrongly.,Lean Right,christianity-today,1,1,0d78fe58-a340-403b-b3a5-83c0848d9485,89d0cc4d-79b2-430d-8904-c9d0206edcb5
"That reality, it can be, you know, the result of a disastrous military operation.",Left,the-atlantic,0,1,ce007e1f-f67f-4663-b5d4-65dd2ce05f93,35bba937-e27a-442f-8633-5f658698ef30
"Lenders provide feedback in minutes, and you can get excellent deals provided you’re eligible and can afford to repay the amount you borrow.",Right,newsmax,0,0,5fe4b27a-e090-45e7-819e-6a9afbdfac8e,4a4d8cc3-1c92-41b0-b945-bbc3bbbcc55f
It's possible to get online pre-approval in as little as 30 minutes as long as you have all the documentation available on hand.,Center,cnbc,0,0,38d7d197-2967-4d9c-b0c3-f4864240c246,55037f4c-9c80-4a63-9332-9162afa4206b
[59] It was Robertson's final completed film score before he died in August 2023.,Left,alternet,0,0,574313b8-4ac9-4341-90ce-11b572ed2d7a,24bcb5e2-f59c-46ba-948d-394edf64c15b
"Next month will mark two years since the seven-time world champion last won a race, and that ill-fated evening in Abu Dhabi where race referee Michael Masi’s failure to imply the correct rules left him at the mercy of Verstappen.",Lean Left,the-independent,1,0,f96ee612-8e9f-4431-95a3-d00f4e34b312,03fedee0-572a-46b8-aae7-0f32cfb5f630
Americans are about to face all sorts of difficult choices about how and where to live as the climate continues to heat up.,Left,alternet,0,0,bddd987a-fcf0-4c0a-a98e-63e9a0c611b2,410fc7e5-dd94-4530-8714-19f070415077
"What’s more, our hearts are made heavy by headlines of war, economic instability, gun violence, and yet another volatile election cycle.",Lean Right,christianity-today,1,0,d0fcdb53-a7b1-4932-84e9-cdee39e05c14,dc60fffe-5af5-43d3-8a3b-6b54cd1fba1b
"According to his dad, Pete, the only book Josh reads is the Bible, and he reads it daily with devotion and passion.",Lean Right,christianity-today,0,1,282f0c38-d869-4ac4-99bf-6f0e75ddd2c6,7f14d725-f6b4-475b-95d3-e4fbd874bef3
"Soon, they only tested candidates’ mastery of dense Confucian texts filled with injunctions to revere fathers, officials and monarchs.",Lean Left,the-economist,1,0,cf15e1e2-6a5e-4a96-b8c4-ce78c604345a,2eee93e6-287d-430d-9eff-e7f7ad2e74c3
"Forced to gather in exile, Afghanistan’s resistance movement is working in the shadows on ways to oust the Taliban from its grip on Kabul, knowing it can no longer trust or rely on the Western allies who so hastily pulled out of the country in August 2021.",Lean Left,the-independent,1,0,5011e61f-706a-4996-b86e-376b3f7fd5e9,4c8e0f30-2d5f-4e56-b8e7-a316821dc0ed
"Janda looks further back in time and relies on history as written by the Republican Party itself, in the planks of each of its party platforms since 1856.",Center,foreign-affairs,0,0,2ca3722d-957f-4170-a879-68272cc2865e,1575d2fc-b6f6-45df-9264-8033719d975c
"When it comes to the healthy German inclination to eschew debt, Americans can rightly complain that our Mitteleuropa cousins have pulled off much of their budget-balancing discipline by avoiding paying their NATO defense costs.",Right,the-american-conservative,1,1,7b37bbc2-ec23-4ea5-b319-7465d1ea65f3,93378f90-1f4f-445a-a7b5-54ebabb201b3
"There were also over 1,700 illegals encountered at Border Patrol ports of entry.",Right,the-gateway-pundit,1,1,25c3f709-8794-471f-97b7-915e9464b242,15c8151c-3fe4-4c7b-a2a8-9188e0c2cd19
Mr Trump has pointed to one ostensible virtue of his tariffs: they generate income.,Lean Left,the-economist,1,0,4514994c-04d3-4bce-b7f3-d80506857727,b5660863-e443-4318-8852-0dd6020ec09f
"Jackson, River, and the Slough House gang could never be part of these Keystone Kop operations, which only the shrewd and politically adept likes of Diana and Ingrid could keep afloat.",Left,new-york-magazine,1,0,7862ecb4-5440-4c40-9ef3-d2642979dbea,b0a58bca-524f-4ad5-84b6-82a16fa37b70
If you look inside of his mouth he's got a little red lure for bringing fish in.,Center,wired,1,1,c7d44b9d-3349-462f-bc8f-d620018ee55a,49ec1b0c-3ea4-4f9d-b166-644ad9148671
"All had resisted Castro and Che’s theft of their humble family farm; all refused blindfolds; and all died sneering at their Communist murderers, as did thousands of their valiant countrymen.",Right,townhall,1,0,ef17c34c-0425-4717-bc90-ba87f0b09c07,fc2d514a-7b9e-477d-bd1d-46214637f2ac
"But now that he’s been nearly killed by low-life thugs acting in amazing proximity to the release of a documentary film showing just what an utter travesty the entire George Floyd production really was, Chauvin ought to be let go in a different way.",Right,the-american-spectator,1,0,4905edd6-c5d3-43d0-b0c8-33667d6038cb,78a92ca3-9fb2-4364-8880-48c15fcb7a43
"Bottom line If you watch Prime Video regularly, or if you already use other Amazon devices and want to control them with your remote, Amazon's Fire TV Stick 4K will probably beat out the competition.",Center,cnet,0,0,41f95c95-3b88-470e-bf68-196c88f02291,8e4792a4-0405-4ddc-a762-8add0a740e4d
The German automaker says in documents that it's still investigating but it has not yet been able to inspect the X3 with the faulty air bag.,Lean Left,abc-news,0,0,1e9864d0-ba5e-400d-9e08-165670518af5,8cfa391e-88bf-4b18-86dc-5f78ef7a8dc0
Prosecutors offered some of the first clues about the shape of their case in court papers.,Left,alternet,0,0,d379fe0d-8e96-4ee9-9284-e2c4b5bace80,1052942f-f21e-493c-81e6-e4f4eb82297e
Many digital nomads are drawn into the lifestyle by the comparatively low cost of living in emerging economies.,Center,cnet,0,1,4e2864a8-4a34-4742-b10b-0935d06b0f56,a0c62f90-9717-4c58-9011-aca6cd0378b9
The hope is that each one releases the food completely once cooked with as little food left as possible.,Center,cnet,0,0,c6d1cfc2-7be4-453f-b73c-720ab944fa14,937c2c38-7fcd-4c74-a155-b2345f6c5d3c
"They managed the farm, including cattle and hay, and improved the fields.",Center,marketwatch,0,0,bd0e2342-25fe-4656-857e-b98eb4f2a665,459a8940-428f-4f28-8460-d9d508c4d961
"Doing so might very well cause environmental damage to the soil, to the drinking water, and to the foundation of apartment buildings, schools, mosques, hospitals and more whose structural integrity is weak anyway, and made all the more so by the very tunnels under their foundation, and which risk bringing them crumbling down.",Right,townhall,0,0,c8c8ecce-7d42-4a76-a068-039ade6b0cb8,9333166b-ae1e-4648-aa8d-ff8665307580
"We're kindred spirits, raised by different mothers and fathers in a not-so-different universe at approximately the same time and place.",Right,wnd,0,0,f7dacc63-3b3c-4eba-aca1-4a8200182975,0d35c989-92d6-4630-98a3-2ba63f70d843
"But the rest of us, much of the time, wear pretty green masks over our self-interest and denial, and then go about our days.",Left,alternet,1,0,11231b84-dbee-4a5b-b767-6698197da277,f57b9eca-6517-4819-8606-c056ae1762ee
"And staff writer Elaine Godfrey, who covers politics for The Atlantic.",Left,the-atlantic,0,0,3d87fba6-e76e-4a28-80cb-c07437855b8a,f28f0c44-d335-44db-becd-5e886fb24355
"After the war, DeShazer returned to the former enemy, Japan, as a missionary to bring the love of Jesus to the people.",Right,townhall,0,0,4726f9fe-fa16-4bbf-851c-f2ddeecb8eb9,ba7ff622-1cce-4fee-8163-4dfee856008e
"The hotel itself is geared towards a young, city-breaking crowd, wedged between the bar-hopping pubs of Rose Street and splashier clubs of George Street, making this ground zero for those with unruly beards, sailor tattoos and progressive hairstyles.",Lean Left,the-independent,1,0,5a13e393-e4cf-4c77-881e-83940403afe6,a2227e25-a3c9-463a-8fc7-b9df1d1079d6
President Joe Biden claimed his family didn't receive money from China: This was a lie.,Right,newsmax,1,0,5346ad98-0bd4-42bb-a529-60c928d0d745,0c89fc1b-e074-4828-89ff-28ae0b985db1
"At a time when it might feel as though God is both doling out reckoning and expecting great action, Bundy calls his followers to gather together in large groups and protect the Constitution.",Left,alternet,0,0,37a340ad-2483-4a57-844f-3ab6814098ab,c4ad197c-4c69-4da8-b621-ac905f2f06ce
"So use only your hands He's wiggling his jaw like, like a fish or something.",Left,teen-vogue,1,0,095a1d93-6334-44e3-b671-fa3c1efec50f,df69e0ae-f988-403d-ad3b-84dde328b35e
There’s just one problem: his affluent family is making him pay his own way through school.,Right,newsmax,0,1,a4b15ed2-7d68-426d-9cbb-71c2997953ad,e665f8eb-cb0f-4bff-bac8-07fdc4541d64
"As you read about cats who run a marijuana farm or a man rescuing his husband from the Queen of Hell, you will think, There is no way the next story can top this one, but Link wisely saves the most unsettling, wondrous story for last.",Left,slate,1,0,62aa9edc-7f60-4d87-8abb-5ebda25fba89,3137d6b3-5784-476e-be44-8b1d71a8a6f7
"They were paid by oligarchs and businessmen in countries like Ukraine, Russia, and China that have a vested interest in meddling with U.S. affairs.",Right,the-federalist,0,0,67032b88-d67e-4423-a217-bf39af349ca7,a0c00361-e005-4824-931d-4d9a85f0d2a3
"Largely, though, Trump spent the majority of the town hall contrasting his administration with Biden's presidential record.",Lean Right,washington-examiner,1,0,c00a0dab-b59d-43ce-a8e5-20daadb17111,57d38cb4-f697-460c-abca-937e621751d4
"These ‘Super Apostles’ are equal to the original Apostles - the ones who witnessed Jesus’ life, death and resurrection and were appointed by Christ Himself to the office.",Lean Right,the-christian-post,1,1,a172f0aa-f7ae-4a88-ae43-f430f33c3455,57aeee10-8b6f-47e1-a14c-d26c183e5c20
"He was in Beit Lahia originally, fled to the Jabaliya refugee camp, then to Khan Younis, then to Rafah near the border crossing with Egypt.",Lean Left,truthout,0,0,bfc46568-b853-4d26-834a-24df520a97b2,96f3a55f-be7c-49de-ac11-32f1a48e4b52
"Lore Referring to background information about a person, typically secret or random pieces of information.",Lean Left,the-guardian,0,0,6596e754-0e2d-420d-8c3f-fbe20998321a,0bd32990-041c-46b5-91dd-05782d8c4cd8
At a party Conan is the life of the party and center of attention.,Left,teen-vogue,1,0,a974ca72-be8d-41df-9f9d-8475ba507076,155bf752-2a53-4982-8958-19efe2446974
"The first, comes in a handy classic cone: filed with two scoops of Caviar Colony x Sunday Folks ice cream-enveloped with copious dollops of the salt-cured roe and bearing a hint of rosemary-then topped with even more caviar, alongside a savoury cheddar cheese chip.",Left,vogue,0,0,d10ec517-fdd0-406e-a990-64d3120109f7,5edcbef2-ba90-43fe-8cad-066606ad5e64
"Such an arrangement never needed much support from voters, and those voters did not care that the European project was technical and remote.",Lean Left,the-economist,1,1,8460be82-8478-4f4e-b484-96b75ff0f366,0067e9fc-b733-4935-a198-210e01629c2b
Browning also had the 11th game ever with at least 35 attempts and an 85% or better completion percentage with Drew Brees the only player to do it twice.,Lean Right,washington-times,0,0,cd1b609e-8e38-4e75-a7b5-63e397dbb3dd,061076ca-eb35-4756-929c-8826ecdaa188
"But the suffering of Palestine unites everyone, and massive demonstrations have pressured the palace.",Lean Right,christianity-today,0,0,aca78380-cfa4-48b7-9d42-1703e9437008,84575ee3-cb03-4a41-a462-9e33797db8b3
"That is, until you start pulling horrible, nameless things out of the sea alongside your catch.",Lean Left,the-guardian,1,0,a41645b1-aed9-4dd9-a715-13568dac1e24,b1035d53-ac56-46b9-916a-942763f424bf
"When the settlers from Ma’on tried to push him off his pasture, he resisted.",Lean Left,the-economist,0,0,f4a2a4a2-2425-441b-99fc-4713e66f44c7,5669d778-2ce5-4d74-9c56-99e8c6d24706
Trump and other defendants are accused of exaggerating the value of their real estate.,Lean Left,npr,0,0,4dd63687-2ecb-4d46-92b2-a6d6e4f6f9b9,a3c1b6fb-1a49-4be3-b49d-cd73cf985714
"We will defend the principles of limited, constitutional government based on the consent of the governed and of the American constitutional order as the best means for securing the rights inherent to all mankind.",Right,american-greatness,0,0,aa8ad4e7-7106-48a1-8bca-3b7d4dcbdbe7,0a0ff047-43a8-4324-84e3-74dc41322c59
They actually had recommended that the bombs be dropped on Japan at night because they would be more psychologically stunning.,Center,wired,1,0,7976ca18-e459-4e15-9d5a-f07a846c28ed,372d7a44-154b-4192-ba0d-cf1cf823349c
"It was among the most important factors in the late Peter Seidler’s staunch support of Preller, which was expressed in his final public interview over the summer and in his September decree that Preller would remain in charge.",Lean Left,san-diego-uniontribune,1,0,311f4379-8db9-4445-9ed8-4b96a7b67d7d,60fe6b1f-f793-42a9-a152-f6969781dfd7
"And Steve Furst’s Fagin is a wry, vigorous eccentric whose only archetype of ethnicity is klezmer-inflected cadenzas on a violin.",Lean Left,the-guardian,1,0,abe49de6-39e7-4bd7-b1b1-be940bbf8e31,4a4327ed-5996-496f-b87e-3a6c1cf49eb5
"The courage and character of Ukraine stands in perverse contrast to America’s cowering Republican Party, whose resistance might as well have been led by the Uvalde police.",Left,alternet,1,0,3f63bbcb-dd0c-4c0e-8513-8909ccf8371a,b5ac9f56-21d4-4c20-801c-540edd2a1e20
"In one of the bloodiest attacks against a Syrian army installation, a drone has hit a military academy in Homs.",Lean Left,the-guardian,0,0,bd5d7968-4398-4bc1-bf5e-0fabb31a78eb,ecbc9ff7-e847-4e3f-bf0f-3a9c2f774b8d
"Not all hospitals within the systems may have been impacted, and not all equally, he said.",Lean Left,abc-news,0,0,07476ae9-b0f3-4d4c-80c1-9db0c17f3723,0a5ca8f8-f0a4-4fa2-8a4f-f0a6d02a9263
"If a few more people liked it, you made another one, and all of a sudden you had a trilogy for the ages.",Lean Left,the-guardian,0,0,0a4bc5f3-033b-43b0-a9b7-1ed6edf7ee19,ca6a5d20-e3fd-4058-be5d-c0ea5e8cf107
"We may collect information about you from other sources, such as publicly available databases and other third parties that have the right to share your personal information.",Right,townhall,0,0,89a5eaf3-18f1-4451-8c2c-3d326c9ea23d,2aa19b89-ca72-44e9-98ae-d516fa8ecc4d
"Instead, it features coconut oil powder and fava bean protein, according to reports.",Lean Right,fox-business,0,0,0833fa66-3989-4872-b59f-be26c38f4d8d,43989330-c4d1-4bf3-9c4f-716c2f9c192e
Hyatt barraged Ang with questions and quickly learned about the business.,Center,cnbc,1,0,0743b11c-b48e-4890-b6c4-247d0279d983,b27cf829-cd8e-4af3-b93e-b5df7669626c
"But just three of the 23 agencies designated under more stringent OMB management have met that third-tier level, the findings state.",Lean Left,washington-post,0,0,6154c402-a960-4205-b3e2-4f8a3ae62773,2e60c4ab-f692-48e6-ad8b-28edd980d680
Because the Ls pile up very quietly in Dirty Joe’s America.,Right,the-american-spectator,1,0,384c1153-33ef-449e-9053-ff772fe275f7,9c85f70f-7831-488b-8b50-641d02f1ecf8
"As a result, California’s FAIR plan, which was created 50 years ago as a temporary stopgap measure for those impacted by riots and brush fires in the 1960s, is now the only option available to homeowners in some ZIP codes.",Left,alternet,0,0,2af89f0a-d6fa-4096-a449-a3574c0bae58,7f7f3256-1ed1-4727-bc59-72050a6ae34f
That reduction is mandated by the Bitcoin code to reduce the supply of the cryptocurrency over time.,Center,cnbc,0,0,e6a4d48b-909a-46c0-a7af-79abfac28951,c76290de-0f1c-4b0a-979a-c1931c397396
"[Redacted] stated that after approximately 30 seconds of standing, she observed CAMPBELL lose his balance on the board and saw him fall into the water.",Lean Right,judicial-watch,0,0,2c69b1b9-ae85-4531-a0e7-586027e5cc13,07beefa9-0287-456d-80ef-a1152328ca7d
Or embryos can be given to another family that wants to raise them as their own.,Lean Right,christianity-today,0,0,067c4ae8-4591-403e-aaee-2690c9773604,bf4d503c-357a-4a47-899a-8327a0eb0d36
"If you had 100 children who would die from severe malaria, you could save 30.",Lean Left,the-conversation,0,0,cb06de4f-58ce-4f4e-88e9-db2d2e487787,5ea8b198-1283-4a24-be4d-20cfff382989
"OH-Sen: Rich guy Bernie Moreno has publicized an internal poll from co/efficient that shows him edging out Secretary of State Frank LaRose 15-14 in the March GOP primary, with state Sen. Matt Dolan taking 13%.",Left,daily-kos,1,1,79d62011-be9e-4e9b-9bcb-9f4b325bed7c,520d5fc7-88dd-4349-8e7a-102d6240893e
She is also on the board of the Central Florida Tourism Oversight District that Gov.,Left,daily-beast,0,0,60a2d963-f253-4d3d-95c6-572684c6796a,3a457715-03e8-41a8-a131-41ac86187538
"Households that take public transportation to work have twice the commute time, and households of color are twice as likely to take public transportation.",Left,alternet,0,0,547576ce-858b-4bf6-846c-56a0a27e6bbd,4e75b0a8-94ac-48dc-91a0-c1518df283d2
It broke her heart into a million pieces as she began the process of becoming his legal guardian by divorcing him.,Lean Left,cbs-news,1,0,1b18905f-98e5-47a0-b651-1b75c12bd7c1,ae65c9ad-ef31-4285-a824-86aa58cc472f
"Georgia Power’s 2.7 million customers are already paying part of the financing cost, and state regulators have approved a monthly rate increase of $3.78 a month as soon as the third unit begins generating power.",Center,christian-science-monitor,0,0,be45b66f-3102-475e-b17b-fe0051ad89d2,f027a6fa-b8fb-4a1e-8281-8e38dd97412e
"On July 27, lawyer Osvaldo Feusier went to court to defend Victor Barahona, a radio reporter who had spent 11 months in prison, accused of collaborating with gangs.",Center,christian-science-monitor,0,0,b73903c2-d842-4673-95d5-e319781a8c42,fb4c99c1-488b-4337-be4d-c2208a249602
The third illustrates that authoritarianism results when the public no longer cherishes the most fundamental right of a free society - freedom of speech.,Right,newsmax,0,0,aa096598-6923-440e-9c26-e0a55026d5a3,d857b909-820c-466f-8323-34f12b8f4fdf
"The car had struck one of two elephant calves crossing the road on Sunday night, attracting the wrath of the older elephants waiting nearby.",Lean Left,the-independent,1,1,8f6e7a06-e7b8-4407-b7eb-b135129c5c0c,3abaa339-e813-48c2-9eae-24f3565fcdeb
What happened after Patil shut his laptop and moved on from Kesapuri is also a chilling lesson in the power of video to shape opinion and the ability of the extreme right to use propaganda and disinformation to stoke division and violence.,Center,wired,1,0,1daf0715-4755-437e-997d-250e0cff4e4c,e2dff72a-bee1-41dd-bab4-26fc5cadbf59
"Susan Collins of Maine, Thom Tillis of North Carolina, and Lisa Murkowski of Alaska were among those threatening to join Democrats’ bid to sidestep Tuberville’s protest.",Right,the-federalist,0,0,cd17b5ab-c3f7-4318-9e7f-f3565c81d098,bfa3db13-3c27-4698-8351-91404a11d71c
Of the top twenty unions - representing approximately 13.3 million members and 83 percent of all US union workers - only six have direct elections.,Left,jacobin,0,0,4a2a6a31-970e-4386-a0e6-1d02a33afd68,a4519dda-991b-434a-9b86-cf99012731dc
"Investors can outsource currency market decisions in the form of managed futures ETFs, which have exposure to currency markets in addition to other asset classes.",Center,cnbc,0,0,4ec3efca-3004-4043-9ee0-3f12f6836383,8e93368a-c133-4c29-a7fd-7957ad5f6542
"Mark Cuban, the billionaire owner of the NBA’s Dallas Mavericks, will reportedly sell a majority stake in the team to billionaire Miriam Adelson, widow of late businessman Sheldon Adelson, according to multiple reports.",Lean Right,fox-business,0,0,135dd1ca-9fed-4533-9c6e-e2bbe33e4855,e90feea8-a640-40b6-823a-cb6e37b15685
This is why he advised Lee not to send Major General George E. Pickett’s troops to assault the well-fortified Union lines at Gettysburg.,Left,the-atlantic,0,0,744d7931-dc52-4652-a89c-9ac58643c02c,1b39b762-807c-43f8-bf12-1f94314131ae
"In the Oxford school district, there were insufficient building-level guidelines for these policies.",Right,american-thinker,0,0,6808ac3e-0d06-45a7-9498-c507b3da67ae,f1ab6a69-1e7b-4bd0-a393-cbbe59a52b1a
"After a controversial partnership with transgender influencer Dylan Mulvaney resulted in months of Bud Light’s slumping sales, Anheuser-Busch InBev announced that it laid off hundreds of workers.",Lean Right,fox-business,0,0,6d200c86-cb53-44f8-9a25-61f91e6e0453,4f589f8a-8969-4ad9-881a-9f459d233602
Adoptive parents need a network of family and friends to help strengthen them in their journey.,Lean Right,the-christian-post,0,0,55f3aeb3-2a33-4186-9ae2-ef9c1ed7fa89,34ca1579-1a59-49f8-8bc2-47c3600adecc
We're lucky that we have an expansive network of vendors who work with us at previous events.,Center,az-central,0,0,4abf7ae2-2ae7-4589-8dd6-affefa3e1802,7168f984-62ee-4aa0-ac1a-23a8cf805302
"In addition to the state charges, he faces a separate federal charge for allegedly interfering with flight crew members and attendants.",Left,huffpost,0,0,0722a76d-cffe-4996-82e2-c64209d0972e,fad499d5-36b9-43a6-9060-0d41ec544f0a
"Thanks to Carlyle, they were all too broke to pay any significant damages.",Left,current-affairs,0,0,5449aeea-5674-49ac-b4a2-6940f587d96d,70b42c26-1fcd-4a61-9520-e0d09ea0d43a
"He was a burly, tattooed German with dark hair who wore O-rings in his earlobes and looked, sometimes, like a pirate.",Left,alternet,1,0,42c572e8-2e31-4cf5-90a3-6d4b7e023891,d5983a58-a3e9-4e22-a1a4-c8a2013c0d1f
"[116] But the process for creating new safety standards has become so cumbersome that it now takes the agency an average of eight years to complete one, and can take far longer.",Left,alternet,0,0,4687679e-ef21-440b-a8bf-ae0c049e7b9f,1a024a72-2931-419c-9aea-07b2cf8de130
Many of them are apathetic when confronted with the façade of democracy.,Lean Left,the-economist,1,0,773caea4-1ef2-4089-9fa2-408307146fbf,d1d2f814-7468-40fd-83e2-4114dd522931
"Rep. Kevin McCarthy, R-Calif., announced Wednesday that he will resign from his congressional seat after being ousted as House speaker.",Right,fox-news,0,0,2aea8c0a-97bf-4c3e-95c7-94f14c4b4151,6dc95a4f-af9f-4293-8988-174880c38843
"What has been the disturbing aspect is that little is known about the assailant, as the press has been shielding his details out of a policy held in that country.",Right,townhall,1,1,6591edfb-2f8d-44fd-b5e8-aa3c4fe8b179,0b122e37-ea6d-4255-9ef5-b65b7696a629
"Updated on October 17, 2018 Newt Gingrich is an important man, a man of refined tastes, accustomed to a certain lifestyle, and so when he visits the zoo, he does not merely stand with all the other patrons to look at the tortoises-he goes inside the tank.",Left,the-atlantic,1,0,582b6816-282c-4b49-842e-01d54873d379,730e7086-bfa2-4749-87b2-14e1862dda18
"God is even sovereign over the Devil, whose diabolical plots in the world the Wittenberg reformer took quite seriously.",Lean Right,christianity-today,1,0,a70e8e5d-e199-418a-96c4-182fb26d9233,90a2da6f-3c49-4abc-b758-9c873da56348
The Moores sued the U.S. government in 2019 challenging the mandatory repatriation tax.,Right,newsmax,0,0,c2e592b9-b7ea-41ef-ba51-580221e75805,e535d3bf-8d05-4250-bb56-661b765cf013
How familiar are you with the average price of household goods and services?,Lean Right,washington-times,0,0,833a0fa2-e0a0-4db6-8cf4-a86cbc374c65,668194ad-d00b-4676-a1da-8444cf2ec06d
Nathan Schmidt took the first steps from a high tram station on an ascent to the peak of Mount Kitzsteinhorn.,Lean Left,cbs-news,0,0,96091644-7dc4-4e76-bf52-44e1646bc019,abcb85ad-c205-4b5b-9dfb-69a1de2d6a2d
"The postponement of Swift’s ‘Eras Tour’ gig comes as Brazil faces record-breaking temperatures in its eighth heatwave of the year, a whole month before the official start of summer in the southern hemisphere.",Lean Right,rt,0,0,47414dff-5aeb-4346-b593-7c7052ad1325,b62fddbc-890e-4739-84a8-9634dab7c76b
"These were the peak years of the so-called Progressive Era, which produced the progressive income tax, voting rights for women and the popular election of senators - among other reforms.",Lean Left,npr,1,1,ad333ab6-41a3-4d0f-b5a5-af82a5231829,48bdf9dc-c773-448f-8a38-15f9e48f5c8f
"It featured QB Bryce Perkins, RB Chase Lucas and WR N'Keal Harry.",Center,az-central,0,0,b9f0d317-a9df-48d0-8922-c280b19e178a,8245b413-b710-4155-90ae-10a7184dfd4e
"With all these metrics available, partisans have a seemingly limitless arsenal of political ammunition at their disposal; all they need is just one of these metrics to help make their party look good, or the other party look bad.",Left,alternet,1,0,1c59bb2c-5c68-4efd-8f2e-7ff5cb982514,8c44b219-6bac-4028-96fa-b9e20b67d039
"The president has, so far, proposed rolling back Donald Trump-era regulations and insisting on accountability for the institutions that screwed up.",Lean Left,washington-monthly,1,0,433fd966-b551-45b0-8aca-cd3b8df3e212,f7cee253-5b2f-4859-a057-ffbedcc219db
"Stories and features exclusive to subscribers are labeled throughout the site, better highlighting the value of our digital subscriptions.",Center,baltimore-sun,0,0,c75fa8d8-8c06-404e-9afa-e8e63c2aec3b,16c9e5bf-3cff-4d0f-a292-783e8e0c0b7d
"Take Wingstop, which has continued pushing up prices for wings even as the price of wholesale wings has declined.",Lean Left,fair,0,1,df2fda32-2e27-4db9-8ceb-7dd7d9da0fee,1854bf36-e6c1-4a59-bc14-bd0a71d713e1
They should have a tropical cabana vibe that would make funerals a lot less drab.,Center,wired,1,1,11e1d212-a576-4a7a-a24f-59f6902190ce,179fb3cc-5d7b-4722-8394-cc600934e8db
"He’s characterized the military government’s atrocities as a pursuit of national security, and he’s questioned the number of people killed during that period, asserting that it is far fewer than the broadly accepted estimate of 30,000.",Center,christian-science-monitor,1,0,a19cd681-ab42-4757-9a39-8239b60cdc8f,1c7ba954-43a8-4806-b4de-e547841330de
"After Aretha Franklin died in 2018, it took about five years for a court to resolve the dispute between her family members over which of two wills was valid.",Lean Left,detroit-free-press,0,0,bcef35ea-6700-4154-8fa3-70f623a537ec,02158686-ece5-48a6-9a89-4638ca988628
"In 2021, Biden ordered the intelligence community to look into it, but the results were inconclusive.",Right,american-greatness,0,0,8355f162-201c-44f0-9267-e4cba57f44b6,45c793ec-1473-4920-b4bd-fd9bf05dfe96
"Through the Barack Obama presidency, Nassau and Suffolk were generally part of this procession.",Lean Left,cnn,0,0,51480359-2db9-4d24-b2c4-e4ceb348e41a,2949944f-e5a8-4a6e-a31d-978e02bc15e3
"DirecTV Stream Formerly known as DirecTV Now, AT&T TVNow and AT&T TV, this oft-renamed streaming service will run you $75 per month and up after the free trial option.",Center,fortune,1,0,a16f9d43-f104-45b7-b375-31983843e8d1,2ac1699a-9e01-4c15-bf1c-76dd33e1ac8f
"How did my co-workers miss that there’s a pop star naming her cats after TV and movie characters, referencing them in her lyrics, and carrying them around town in a handbag?",Left,new-york-magazine,1,0,b4bb8aea-7b2a-4962-b73e-130e122d9d73,7950c463-a885-4125-a229-1e9665f26e26
"As Celeste prepares to go onstage for the extended concert sequence that closes the film, we catch a glimpse of her eyes, and there’s nothing behind them.",Left,slate,0,0,74dab582-86f7-4aa4-9ab2-31549f945a91,68ece485-ea7f-45d2-835e-5e3ea37054ac
"While they do not contain tobacco, many include nicotine, a dangerous chemical known for its addictive properties.",Lean Left,abc-news,1,0,71fdb0d2-de60-4294-ac98-866c44794ec6,c5842b8e-1c62-431c-aa3f-b52849d6c251
"Advertisement The 265-mile electrified rail link between Las Vegas and Rancho Cucamonga, where it would connect to downtown Los Angeles via commuter train, is estimated to cost $12 billion - three times the price envisioned in the mid-2000s.",Lean Left,washington-post,0,0,e5708e9d-a7b2-4553-ad2c-db7052b62132,64a930c3-e1b1-401e-831c-3c3cbc5369eb
"And we have, now, some really important tools to unlock that potential.""",Center,cnbc,0,0,82c2552f-a395-437d-a33e-7b01ff1da6f1,10a3cf24-8ec8-4684-a612-54075a7d51b3
"Under the strongest version of the unitary executive theory, there are few, if any, limits on a president’s power to fire government employees who refuse to swear personal loyalty to that president.",Left,vox,0,0,0e8421d1-7eb3-48aa-9f70-809b2ff89aa2,4f52f699-0d76-4af1-99e3-7b9ba10592ce
